,PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare
773.0,773.0,0.0,2.0,1.0,39.0,0.0,0.0,16.0
774.0,774.0,1.0,1.0,0.0,70.0,1.0,3.0,129.0
775.0,775.0,0.0,2.0,1.0,23.0,0.0,0.0,30.0
776.0,776.0,0.0,2.0,1.0,39.0,0.0,0.0,30.0
777.0,777.0,1.0,2.0,0.0,9.0,0.0,0.0,81.0
778.0,778.0,0.0,2.0,1.0,39.0,0.0,0.0,28.0
779.0,779.0,1.0,0.0,0.0,58.0,0.0,1.0,240.0
780.0,780.0,1.0,2.0,0.0,17.0,0.0,0.0,17.0
781.0,781.0,1.0,0.0,0.0,22.0,1.0,0.0,195.0
782.0,782.0,0.0,0.0,1.0,38.0,0.0,0.0,153.0
783.0,783.0,0.0,2.0,1.0,39.0,1.0,2.0,131.0
784.0,784.0,0.0,2.0,1.0,33.0,0.0,0.0,12.0
785.0,785.0,0.0,2.0,1.0,33.0,0.0,0.0,18.0
786.0,786.0,1.0,2.0,0.0,23.0,0.0,0.0,20.0
787.0,787.0,0.0,2.0,1.0,12.0,4.0,1.0,151.0
788.0,788.0,1.0,2.0,1.0,5.0,1.0,2.0,122.0
789.0,789.0,0.0,0.0,1.0,62.0,0.0,0.0,216.0
790.0,790.0,0.0,2.0,1.0,39.0,0.0,0.0,30.0
791.0,791.0,0.0,1.0,1.0,21.0,0.0,0.0,138.0
792.0,792.0,0.0,2.0,0.0,39.0,6.0,2.0,205.0
793.0,793.0,0.0,0.0,1.0,39.0,0.0,0.0,156.0
794.0,794.0,0.0,2.0,1.0,33.0,0.0,0.0,40.0
795.0,795.0,0.0,1.0,1.0,53.0,0.0,0.0,85.0
796.0,796.0,1.0,0.0,0.0,65.0,0.0,0.0,137.0
797.0,797.0,1.0,2.0,0.0,42.0,0.0,0.0,55.0
798.0,798.0,0.0,2.0,1.0,40.0,0.0,0.0,17.0
799.0,799.0,0.0,2.0,0.0,40.0,1.0,1.0,133.0
800.0,800.0,0.0,1.0,1.0,46.0,0.0,0.0,85.0
801.0,801.0,1.0,1.0,0.0,42.0,1.0,1.0,139.0
802.0,802.0,1.0,0.0,1.0,15.0,1.0,2.0,232.0
803.0,803.0,1.0,2.0,1.0,0.0,0.0,1.0,52.0
804.0,804.0,1.0,2.0,1.0,35.0,0.0,0.0,10.0
805.0,805.0,0.0,2.0,1.0,42.0,0.0,0.0,31.0
806.0,806.0,0.0,0.0,1.0,53.0,0.0,0.0,0.0
807.0,807.0,0.0,2.0,0.0,23.0,0.0,0.0,31.0
808.0,808.0,0.0,1.0,1.0,53.0,0.0,0.0,85.0
809.0,809.0,1.0,0.0,0.0,45.0,1.0,0.0,189.0
810.0,810.0,0.0,2.0,1.0,34.0,0.0,0.0,39.0
811.0,811.0,0.0,2.0,1.0,53.0,0.0,0.0,133.0
812.0,812.0,0.0,1.0,1.0,48.0,0.0,0.0,72.0
813.0,813.0,0.0,2.0,0.0,10.0,4.0,2.0,158.0
814.0,814.0,0.0,2.0,1.0,41.0,0.0,0.0,43.0
815.0,815.0,0.0,0.0,1.0,39.0,0.0,0.0,0.0
816.0,816.0,0.0,2.0,0.0,29.0,0.0,0.0,41.0
817.0,817.0,0.0,1.0,1.0,42.0,1.0,1.0,170.0
818.0,818.0,0.0,2.0,1.0,58.0,0.0,0.0,5.0
819.0,819.0,0.0,2.0,1.0,14.0,3.0,2.0,147.0
820.0,820.0,1.0,0.0,0.0,68.0,1.0,1.0,227.0
821.0,821.0,1.0,2.0,1.0,35.0,0.0,0.0,54.0
822.0,822.0,0.0,0.0,1.0,52.0,0.0,0.0,0.0
823.0,823.0,1.0,2.0,0.0,35.0,0.0,1.0,81.0
824.0,824.0,0.0,2.0,1.0,6.0,4.0,1.0,175.0
825.0,825.0,0.0,2.0,1.0,39.0,0.0,0.0,9.0
826.0,826.0,0.0,2.0,1.0,39.0,0.0,0.0,193.0
827.0,827.0,1.0,1.0,1.0,5.0,0.0,2.0,170.0
828.0,828.0,1.0,2.0,1.0,39.0,0.0,0.0,30.0
829.0,829.0,1.0,0.0,0.0,79.0,0.0,0.0,218.0
830.0,830.0,1.0,2.0,0.0,20.0,1.0,0.0,94.0
831.0,831.0,1.0,1.0,1.0,3.0,1.0,1.0,114.0
832.0,832.0,0.0,2.0,1.0,39.0,0.0,0.0,17.0
833.0,833.0,0.0,2.0,1.0,29.0,0.0,0.0,36.0
834.0,834.0,0.0,2.0,1.0,23.0,0.0,0.0,47.0
835.0,835.0,1.0,0.0,0.0,53.0,1.0,1.0,221.0
836.0,836.0,0.0,2.0,1.0,27.0,0.0,0.0,54.0
837.0,837.0,0.0,2.0,1.0,39.0,0.0,0.0,43.0
838.0,838.0,1.0,2.0,1.0,43.0,0.0,0.0,193.0
839.0,839.0,1.0,0.0,1.0,39.0,0.0,0.0,152.0
840.0,840.0,0.0,2.0,1.0,25.0,0.0,0.0,41.0
841.0,841.0,0.0,1.0,1.0,21.0,0.0,0.0,72.0
842.0,842.0,1.0,0.0,0.0,40.0,0.0,0.0,157.0
843.0,843.0,0.0,2.0,1.0,47.0,0.0,0.0,4.0
844.0,844.0,0.0,2.0,1.0,22.0,0.0,0.0,54.0
845.0,845.0,0.0,2.0,1.0,57.0,0.0,0.0,22.0
846.0,846.0,0.0,2.0,1.0,39.0,6.0,2.0,205.0
847.0,847.0,0.0,2.0,1.0,48.0,0.0,0.0,40.0
848.0,848.0,0.0,1.0,1.0,36.0,0.0,1.0,162.0
849.0,849.0,1.0,0.0,0.0,39.0,1.0,0.0,224.0
850.0,850.0,0.0,2.0,1.0,8.0,4.0,2.0,158.0
851.0,851.0,0.0,2.0,1.0,87.0,0.0,0.0,31.0
852.0,852.0,0.0,2.0,0.0,13.0,1.0,1.0,101.0
853.0,853.0,1.0,0.0,0.0,21.0,0.0,1.0,173.0
854.0,854.0,0.0,1.0,0.0,59.0,1.0,0.0,138.0
855.0,855.0,1.0,2.0,0.0,23.0,0.0,1.0,61.0
856.0,856.0,1.0,0.0,0.0,60.0,1.0,1.0,239.0
857.0,857.0,1.0,0.0,1.0,67.0,0.0,0.0,143.0
858.0,858.0,1.0,2.0,0.0,31.0,0.0,3.0,116.0
859.0,859.0,0.0,2.0,1.0,39.0,0.0,0.0,17.0
860.0,860.0,0.0,2.0,1.0,56.0,2.0,0.0,92.0
861.0,861.0,0.0,1.0,1.0,27.0,1.0,0.0,76.0
862.0,862.0,1.0,0.0,0.0,64.0,0.0,0.0,137.0
863.0,863.0,0.0,2.0,0.0,39.0,6.0,2.0,205.0
864.0,864.0,0.0,1.0,1.0,31.0,0.0,0.0,85.0
865.0,865.0,1.0,1.0,0.0,57.0,0.0,0.0,85.0
866.0,866.0,1.0,1.0,0.0,35.0,1.0,0.0,89.0
867.0,867.0,0.0,0.0,1.0,42.0,0.0,0.0,184.0
868.0,868.0,0.0,2.0,1.0,39.0,0.0,0.0,64.0
869.0,869.0,1.0,2.0,1.0,8.0,1.0,1.0,74.0
870.0,870.0,0.0,2.0,1.0,34.0,0.0,0.0,40.0
871.0,871.0,1.0,0.0,0.0,63.0,1.0,1.0,188.0
872.0,872.0,0.0,0.0,1.0,45.0,0.0,0.0,2.0
873.0,873.0,0.0,2.0,1.0,63.0,0.0,0.0,58.0
874.0,874.0,1.0,1.0,0.0,36.0,1.0,0.0,132.0
875.0,875.0,1.0,2.0,0.0,20.0,0.0,0.0,16.0
876.0,876.0,0.0,2.0,1.0,25.0,0.0,0.0,69.0
877.0,877.0,0.0,2.0,1.0,24.0,0.0,0.0,40.0
878.0,878.0,0.0,2.0,1.0,39.0,0.0,0.0,40.0
879.0,879.0,1.0,0.0,0.0,73.0,0.0,1.0,221.0
880.0,880.0,1.0,1.0,0.0,33.0,0.0,1.0,138.0
881.0,881.0,0.0,2.0,1.0,45.0,0.0,0.0,40.0
882.0,882.0,0.0,2.0,0.0,28.0,0.0,0.0,73.0
883.0,883.0,0.0,1.0,1.0,36.0,0.0,0.0,72.0
884.0,884.0,0.0,2.0,1.0,33.0,0.0,0.0,12.0
885.0,885.0,0.0,2.0,0.0,53.0,0.0,5.0,151.0
886.0,886.0,0.0,1.0,1.0,35.0,0.0,0.0,85.0
887.0,887.0,1.0,0.0,0.0,24.0,0.0,0.0,153.0
888.0,888.0,0.0,2.0,0.0,39.0,1.0,2.0,131.0
889.0,889.0,1.0,0.0,1.0,34.0,0.0,0.0,153.0
890.0,890.0,0.0,2.0,1.0,43.0,0.0,0.0,30.0
